trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.951229424500714}",20,0,-122.29245458002731,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
2,False,"{'a': 0.5, 'e': 0.9048374180359595}",20,0,-180.31890302789552,"{0: 10, 1: 0, 2: 5, 3: 3, 4: 2}",0
3,False,"{'a': 0.5, 'e': 0.8607079764250578}",20,0,-60.9516230939996,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
4,False,"{'a': 0.5, 'e': 0.8187307530779818}",20,0,-99.24384015855094,"{0: 10, 1: 6, 2: 2, 3: 1, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.7788007830714049}",20,0,-184.3967791728626,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
6,False,"{'a': 0.5, 'e': 0.7408182206817179}",20,0,-133.51500962472247,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
7,False,"{'a': 0.5, 'e': 0.7046880897187134}",35,0,-107.48927630008453,"{0: 25, 1: 4, 2: 2, 3: 3, 4: 1}",1
8,False,"{'a': 0.5, 'e': 0.6703200460356393}",20,0,7.853749330151926,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.6376281516217733}",20,0,-194.6788476397973,"{0: 11, 1: 3, 2: 1, 3: 1, 4: 4}",0
10,False,"{'a': 0.5, 'e': 0.6065306597126334}",25,0,-98.8902380449486,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
11,False,"{'a': 0.5, 'e': 0.5769498103804866}",20,0,-126.48475168458283,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
12,False,"{'a': 0.5, 'e': 0.5488116360940264}",20,0,-26.522453934317706,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.522045776761016}",20,0,-17.50067679717182,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
14,False,"{'a': 0.5, 'e': 0.49658530379140947}",25,0,-159.0544913919659,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
15,False,"{'a': 0.5, 'e': 0.4723665527410147}",20,9,-21.876406018270043,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
16,False,"{'a': 0.5, 'e': 0.44932896411722156}",20,0,-75.65029268467033,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.42741493194872665}",30,0,20.728121282501046,"{0: 27, 1: 3, 2: 0, 3: 0, 4: 0}",0
18,False,"{'a': 0.5, 'e': 0.4065696597405991}",30,0,-146.55451538306986,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
19,False,"{'a': 0.5, 'e': 0.3867410234545012}",25,0,-39.49160939745759,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.36787944117144233}",25,0,-91.95296459362763,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
