trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9950124791926823}",20,0,-72.60481542818972,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
2,False,"{'a': 0.5, 'e': 0.9900498337491681}",20,4,-110.02894122862075,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 2}",1
3,False,"{'a': 0.5, 'e': 0.9851119396030626}",20,0,-45.53939368238295,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
4,False,"{'a': 0.5, 'e': 0.9801986733067553}",25,0,-216.5139958988905,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 4}",0
5,False,"{'a': 0.5, 'e': 0.9753099120283326}",25,0,-96.61636595278999,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.9704455335485082}",20,0,-98.63188929326574,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.9656054162575665}",20,0,-112.45543470467143,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9607894391523232}",25,0,-94.09116262837993,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.9559974818331}",25,0,-342.98707859307575,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 6}",0
10,False,"{'a': 0.5, 'e': 0.951229424500714}",30,4,-143.36075681752777,"{0: 15, 1: 1, 2: 6, 3: 3, 4: 1}",1
11,False,"{'a': 0.5, 'e': 0.9464851479534838}",25,0,-67.68968610882231,"{0: 16, 1: 4, 2: 3, 3: 2, 4: 0}",0
12,False,"{'a': 0.5, 'e': 0.9417645335842487}",25,0,-111.3824537139201,"{0: 14, 1: 3, 2: 5, 3: 3, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.9370674633774034}",20,0,-74.2186702459096,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
14,False,"{'a': 0.5, 'e': 0.9323938199059483}",25,0,-127.05911072232945,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
15,False,"{'a': 0.5, 'e': 0.9277434863285529}",20,6,-125.72675696629445,"{0: 8, 1: 0, 2: 2, 3: 2, 4: 2}",1
16,False,"{'a': 0.5, 'e': 0.9231163463866358}",30,13,-82.9988400740609,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 1}",1
17,False,"{'a': 0.5, 'e': 0.9185122844014574}",20,0,-7.6314416538112075,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
18,False,"{'a': 0.5, 'e': 0.9139311852712282}",30,0,-211.17002682435844,"{0: 16, 1: 4, 2: 5, 3: 2, 4: 3}",0
