trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.001, 'e': 0.999000499833375}",20,11,-41.79684482334096,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
2,False,"{'a': 0.001, 'e': 0.9980019986673331}",20,0,-89.06068594299015,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
3,False,"{'a': 0.001, 'e': 0.997004495503373}",25,0,-92.21877373772824,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
4,False,"{'a': 0.001, 'e': 0.9960079893439915}",25,0,-180.36047530001292,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
5,False,"{'a': 0.001, 'e': 0.9950124791926823}",20,0,-104.84789706679445,"{0: 9, 1: 1, 2: 9, 3: 1, 4: 0}",0
6,False,"{'a': 0.001, 'e': 0.9940179640539353}",25,0,-154.6799275721583,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
7,False,"{'a': 0.001, 'e': 0.9930244429332351}",30,0,-160.0591713876889,"{0: 17, 1: 5, 2: 4, 3: 2, 4: 2}",0
8,False,"{'a': 0.001, 'e': 0.9920319148370607}",20,0,-76.76745029267293,"{0: 10, 1: 1, 2: 9, 3: 0, 4: 0}",0
9,False,"{'a': 0.001, 'e': 0.9910403787728836}",25,0,-83.58530719642148,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
10,False,"{'a': 0.001, 'e': 0.9900498337491681}",25,0,-234.89802348946716,"{0: 12, 1: 2, 2: 6, 3: 1, 4: 4}",0
11,False,"{'a': 0.001, 'e': 0.9890602787753687}",20,8,-9.84207257112702,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
12,False,"{'a': 0.001, 'e': 0.9880717128619305}",25,0,-166.53238070633972,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
13,False,"{'a': 0.001, 'e': 0.9870841350202876}",20,0,-154.82252406528744,"{0: 8, 1: 7, 2: 1, 3: 2, 4: 2}",0
14,False,"{'a': 0.001, 'e': 0.9860975442628619}",20,0,-91.96107970707051,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
15,False,"{'a': 0.001, 'e': 0.9851119396030626}",35,0,-316.861971845614,"{0: 17, 1: 1, 2: 10, 3: 2, 4: 5}",0
16,False,"{'a': 0.001, 'e': 0.9841273200552851}",20,0,-79.55013603954797,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
17,False,"{'a': 0.001, 'e': 0.9831436846349096}",25,0,-89.31135772462785,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
18,False,"{'a': 0.001, 'e': 0.9821610323583008}",35,0,-142.62694684676504,"{0: 21, 1: 5, 2: 6, 3: 2, 4: 1}",0
19,False,"{'a': 0.001, 'e': 0.981179362242806}",20,0,-27.594481548181715,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
20,False,"{'a': 0.001, 'e': 0.9801986733067553}",25,0,-161.60456295787193,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
21,False,"{'a': 0.001, 'e': 0.9792189645694596}",20,1,-77.76680890649688,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 1}",1
22,False,"{'a': 0.001, 'e': 0.97824023505121}",30,0,-113.36290038689067,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
23,False,"{'a': 0.001, 'e': 0.9772624837732771}",20,0,-96.22954243357964,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
24,False,"{'a': 0.001, 'e': 0.9762857097579093}",20,0,-6.290714119995101,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
25,False,"{'a': 0.001, 'e': 0.9753099120283326}",25,2,-181.23908865284773,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 3}",1
26,False,"{'a': 0.001, 'e': 0.9743350896087494}",20,0,-35.516951480438976,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
27,False,"{'a': 0.001, 'e': 0.9733612415243368}",25,11,-14.391025097026672,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
28,False,"{'a': 0.001, 'e': 0.9723883668012469}",25,0,-114.74149970069166,"{0: 18, 1: 0, 2: 3, 3: 3, 4: 1}",0
29,False,"{'a': 0.001, 'e': 0.9714164644666048}",25,0,-138.54722112720486,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
30,False,"{'a': 0.001, 'e': 0.9704455335485082}",20,0,-63.989815754979574,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
31,False,"{'a': 0.001, 'e': 0.9694755730760259}",20,0,-227.50835582873404,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 4}",0
32,False,"{'a': 0.001, 'e': 0.9685065820791976}",20,0,-93.26160118336395,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
33,False,"{'a': 0.001, 'e': 0.967538559589032}",25,0,-93.279623491466,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
34,False,"{'a': 0.001, 'e': 0.9665715046375066}",20,0,-216.45504857188214,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 4}",0
35,False,"{'a': 0.001, 'e': 0.9656054162575665}",25,0,-155.37626242646047,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
36,False,"{'a': 0.001, 'e': 0.9646402934831231}",20,0,-38.40547774399914,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
37,False,"{'a': 0.001, 'e': 0.9636761353490535}",20,6,-65.58633115354118,"{0: 7, 1: 5, 2: 1, 3: 0, 4: 1}",1
38,False,"{'a': 0.001, 'e': 0.9627129408911995}",20,0,-67.8352169741268,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
