trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 0.999000499833375}",20,0,-151.40859106955745,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
2,False,"{'a': 0.01, 'e': 0.9980019986673331}",20,0,-98.72939494259779,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
3,False,"{'a': 0.01, 'e': 0.997004495503373}",25,0,-210.8029585409697,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 4}",0
4,False,"{'a': 0.01, 'e': 0.9960079893439915}",25,0,-152.66137792037568,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
5,False,"{'a': 0.01, 'e': 0.9950124791926823}",20,0,-57.71593575232346,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
6,False,"{'a': 0.01, 'e': 0.9940179640539353}",25,0,-128.1570475564296,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
7,False,"{'a': 0.01, 'e': 0.9930244429332351}",20,0,-45.91646093152613,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
8,False,"{'a': 0.01, 'e': 0.9920319148370607}",30,0,-222.99434285500328,"{0: 14, 1: 5, 2: 7, 3: 1, 4: 3}",0
9,False,"{'a': 0.01, 'e': 0.9910403787728836}",20,0,-137.0930429654007,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
10,False,"{'a': 0.01, 'e': 0.9900498337491681}",25,0,-157.70434187152685,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
11,False,"{'a': 0.01, 'e': 0.9890602787753687}",25,0,-180.865842850429,"{0: 9, 1: 4, 2: 9, 3: 2, 4: 1}",0
12,False,"{'a': 0.01, 'e': 0.9880717128619305}",20,0,-74.32121199308328,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
13,False,"{'a': 0.01, 'e': 0.9870841350202876}",20,0,-52.27283505657488,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
14,False,"{'a': 0.01, 'e': 0.9860975442628619}",20,0,-149.69785003011793,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
15,False,"{'a': 0.01, 'e': 0.9851119396030626}",35,0,-341.65431461728423,"{0: 17, 1: 2, 2: 7, 3: 4, 4: 5}",0
16,False,"{'a': 0.01, 'e': 0.9841273200552851}",20,12,-39.66201352484316,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
17,False,"{'a': 0.01, 'e': 0.9831436846349096}",20,0,-17.675292720216678,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
18,False,"{'a': 0.01, 'e': 0.9821610323583008}",25,0,-302.25348818751024,"{0: 7, 1: 2, 2: 10, 3: 2, 4: 4}",0
19,False,"{'a': 0.01, 'e': 0.981179362242806}",20,0,-85.78459233337169,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
20,False,"{'a': 0.01, 'e': 0.9801986733067553}",25,0,-173.61685315498235,"{0: 11, 1: 6, 2: 5, 3: 1, 4: 2}",0
21,False,"{'a': 0.01, 'e': 0.9792189645694596}",25,0,-56.25561837451669,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
22,False,"{'a': 0.01, 'e': 0.97824023505121}",20,0,-109.39044169357392,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
23,False,"{'a': 0.01, 'e': 0.9772624837732771}",20,0,-109.85914476837173,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
24,False,"{'a': 0.01, 'e': 0.9762857097579093}",20,6,-66.95264742299679,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 1}",1
25,False,"{'a': 0.01, 'e': 0.9753099120283326}",30,0,-114.50179841773112,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
26,False,"{'a': 0.01, 'e': 0.9743350896087494}",20,0,-49.49731945048487,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
27,False,"{'a': 0.01, 'e': 0.9733612415243368}",25,2,-205.97756051034355,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 4}",1
28,False,"{'a': 0.01, 'e': 0.9723883668012469}",20,0,-108.05197759391807,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
29,False,"{'a': 0.01, 'e': 0.9714164644666048}",20,0,-40.33253521539498,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
30,False,"{'a': 0.01, 'e': 0.9704455335485082}",20,0,-69.783696207877,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
31,False,"{'a': 0.01, 'e': 0.9694755730760259}",25,0,-133.70710833220812,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
32,False,"{'a': 0.01, 'e': 0.9685065820791976}",25,0,-133.96867668823657,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
33,False,"{'a': 0.01, 'e': 0.967538559589032}",30,0,-38.72970256180948,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",1
34,False,"{'a': 0.01, 'e': 0.9665715046375066}",20,0,-127.07297110989788,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
35,False,"{'a': 0.01, 'e': 0.9656054162575665}",20,0,-84.6747322076742,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
36,False,"{'a': 0.01, 'e': 0.9646402934831231}",30,0,-87.90512815495282,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
37,False,"{'a': 0.01, 'e': 0.9636761353490535}",25,0,-145.2842706102215,"{0: 12, 1: 3, 2: 6, 3: 4, 4: 0}",0
38,False,"{'a': 0.01, 'e': 0.9627129408911995}",20,0,-42.54402514237678,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
39,False,"{'a': 0.01, 'e': 0.9617507091463667}",25,0,-103.39803152361239,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
40,False,"{'a': 0.01, 'e': 0.9607894391523232}",25,0,-75.55265645433988,"{0: 18, 1: 4, 2: 0, 3: 2, 4: 1}",0
41,False,"{'a': 0.01, 'e': 0.9598291299477989}",25,0,-158.58133394165475,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
42,False,"{'a': 0.01, 'e': 0.9588697805724845}",20,0,-120.15648160951909,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
43,False,"{'a': 0.01, 'e': 0.9579113900670306}",25,0,-113.97921997193706,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
44,False,"{'a': 0.01, 'e': 0.9569539574730467}",20,0,-100.23050422928993,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
45,False,"{'a': 0.01, 'e': 0.9559974818331}",25,10,-93.0453501070879,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 2}",1
46,False,"{'a': 0.01, 'e': 0.9550419621907147}",20,0,-62.35565335330094,"{0: 10, 1: 6, 2: 4, 3: 0, 4: 0}",0
47,False,"{'a': 0.01, 'e': 0.9540873975903711}",20,0,-95.08816524663817,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
48,False,"{'a': 0.01, 'e': 0.9531337870775047}",20,2,-124.73403143304328,"{0: 9, 1: 4, 2: 2, 3: 1, 4: 2}",1
